signer3_sample213,17
signer3_sample219,7
signer3_sample225,8
signer3_sample227,9
signer3_sample255,3
signer3_sample262,5
signer3_sample264,9
signer3_sample285,12
signer3_sample292,18
signer3_sample314,6
signer3_sample324,14
signer3_sample325,4
signer3_sample331,18
signer3_sample337,19
signer3_sample338,1
signer3_sample345,6
signer3_sample358,10
signer3_sample373,14
signer3_sample376,10
signer3_sample390,3
signer3_sample392,13
signer3_sample420,0
signer3_sample421,2
signer3_sample461,16
signer3_sample466,16
signer3_sample470,8
signer3_sample474,11
signer3_sample490,19
signer3_sample493,3
signer3_sample516,14
signer3_sample528,10
signer3_sample534,2
signer3_sample544,17
signer3_sample549,12
signer3_sample556,13
signer3_sample560,13
signer3_sample567,6
signer3_sample600,5
signer3_sample612,8
signer3_sample632,18
signer3_sample638,15
signer4_sample2,0
signer4_sample8,18
signer4_sample12,5
signer4_sample29,3
signer4_sample38,17
signer4_sample47,4
signer4_sample74,11
signer4_sample78,10
signer4_sample84,4
signer4_sample92,8
signer4_sample102,1
signer4_sample119,13
signer4_sample141,6
signer4_sample165,9
signer4_sample168,18
signer4_sample199,16
signer4_sample200,7
signer4_sample203,19
signer4_sample207,16
signer4_sample219,3
signer4_sample220,13
signer4_sample221,1
signer4_sample244,17
signer4_sample275,16
signer4_sample278,9
signer4_sample291,17
signer4_sample314,18
signer4_sample321,14
signer4_sample326,5
signer4_sample327,14
signer4_sample334,2
signer4_sample336,8
signer4_sample344,10
signer4_sample357,13
signer4_sample363,19
signer4_sample370,5
signer4_sample416,2
signer4_sample423,19
signer4_sample429,15
signer4_sample432,10
signer4_sample434,9
signer4_sample457,0
signer4_sample471,7
signer4_sample483,0
signer4_sample491,6
signer4_sample504,7
signer4_sample508,15
signer4_sample516,6
signer4_sample529,15
signer4_sample553,14
signer4_sample558,4
signer4_sample594,3
signer4_sample639,11
signer4_sample646,11
signer4_sample647,2
signer4_sample648,1
signer4_sample666,8
signer5_sample24,11
signer5_sample27,14
signer5_sample39,8
signer5_sample61,2
signer5_sample66,5
signer5_sample97,9
signer5_sample102,6
signer5_sample111,17
signer5_sample126,0
signer5_sample135,1
signer5_sample153,17
signer5_sample178,4
signer5_sample179,13
signer5_sample194,9
signer5_sample219,5
signer5_sample238,12
signer5_sample303,7
signer5_sample306,19
signer5_sample307,0
signer5_sample327,19
signer5_sample347,18
signer5_sample365,0
signer5_sample369,4
signer5_sample376,4
signer5_sample383,10
signer5_sample396,8
signer5_sample397,11
signer5_sample402,6
signer5_sample409,19
signer5_sample428,16
signer5_sample429,2
signer5_sample430,17
signer5_sample431,16
signer5_sample444,10
signer5_sample446,5
signer5_sample450,8
signer5_sample463,1
signer5_sample468,13
signer5_sample469,15
signer5_sample485,3
signer5_sample486,13
signer5_sample494,16
signer5_sample503,10
signer5_sample507,18
signer5_sample512,14
signer5_sample523,14
signer5_sample557,15
signer5_sample577,9
signer5_sample588,2
signer5_sample592,3
signer5_sample596,3
signer5_sample597,15
signer5_sample610,7
signer5_sample620,11
signer5_sample623,7
signer5_sample632,12
signer5_sample649,12
signer5_sample655,18
signer5_sample657,6
signer5_sample666,1
signer7_sample1,18
signer7_sample8,4
signer7_sample26,8
signer7_sample29,2
signer7_sample39,4
signer7_sample40,15
signer7_sample89,9
signer7_sample90,4
signer7_sample127,12
signer7_sample134,11
signer7_sample141,15
signer7_sample167,2
signer7_sample168,0
signer7_sample176,4
signer7_sample178,11
signer7_sample184,10
signer7_sample187,10
signer7_sample202,10
signer7_sample203,17
signer7_sample239,6
signer7_sample253,19
signer7_sample267,8
signer7_sample268,4
signer7_sample281,18
signer7_sample286,5
signer7_sample298,0
signer7_sample305,7
signer7_sample332,11
signer7_sample333,18
signer7_sample339,5
signer7_sample354,15
signer7_sample380,18
signer7_sample387,7
signer7_sample397,5
signer7_sample408,6
signer7_sample412,2
signer7_sample424,4
signer7_sample446,9
signer7_sample452,11
signer7_sample482,17
signer7_sample483,7
signer7_sample487,0
signer7_sample488,4
signer7_sample492,3
signer7_sample511,18
signer7_sample516,15
signer7_sample517,19
signer7_sample518,16
signer7_sample522,10
signer7_sample525,14
signer7_sample532,10
signer7_sample538,14
signer7_sample571,13
signer7_sample574,15
signer7_sample579,1
signer7_sample599,6
signer7_sample639,8
signer7_sample651,1
signer7_sample662,2
signer7_sample664,0
signer7_sample671,8
signer7_sample704,13
signer7_sample705,7
signer7_sample718,3
signer7_sample727,2
signer7_sample731,16
signer7_sample743,11
signer7_sample750,2
signer7_sample754,19
signer7_sample755,16
signer7_sample781,1
signer7_sample798,11
signer7_sample799,8
signer7_sample822,9
signer7_sample827,1
signer7_sample833,3
signer7_sample840,6
signer7_sample857,0
signer7_sample862,6
signer7_sample866,12
signer7_sample878,18
signer7_sample881,11
signer7_sample886,14
signer7_sample893,4
signer7_sample896,12
signer7_sample910,13
signer7_sample922,19
signer7_sample930,15
signer7_sample931,13
signer7_sample938,16
signer7_sample970,14
signer7_sample983,3
signer7_sample997,14
signer7_sample1042,6
signer7_sample1080,18
signer7_sample1109,12
signer7_sample1113,7
signer7_sample1119,6
signer7_sample1137,17
signer7_sample1142,9
signer7_sample1156,2
signer7_sample1214,15
signer7_sample1215,18
signer7_sample1229,17
signer7_sample1251,12
signer7_sample1257,16
signer7_sample1285,18
signer7_sample1286,3
signer7_sample1294,14
signer7_sample1300,9
signer7_sample1309,19
signer7_sample1315,16
signer7_sample1320,14
signer7_sample1335,18
signer7_sample1349,0
signer7_sample1354,19
signer7_sample1361,12
signer7_sample1364,8
signer7_sample1396,3
signer7_sample1399,12
signer7_sample1421,2
signer7_sample1430,5
signer7_sample1443,8
signer7_sample1454,16
signer7_sample1471,19
signer7_sample1490,13
signer7_sample1496,17
signer7_sample1506,13
signer7_sample1507,11
signer7_sample1525,5
signer7_sample1526,19
signer7_sample1542,4
signer7_sample1555,1
signer7_sample1562,18
signer7_sample1577,14
signer7_sample1582,15
signer7_sample1585,13
signer7_sample1604,7
signer7_sample1607,19
signer7_sample1612,1
signer7_sample1613,16
signer7_sample1614,0
signer7_sample1621,1
signer7_sample1625,9
signer7_sample1643,2
signer7_sample1646,7
signer7_sample1657,8
signer7_sample1664,6
signer7_sample1686,10
signer7_sample1697,9
signer7_sample1711,12
signer7_sample1723,15
signer7_sample1729,5
signer7_sample1733,6
signer7_sample1776,3
signer7_sample1790,15
signer7_sample1804,2
signer7_sample1809,18
signer7_sample1827,0
signer7_sample1859,3
signer7_sample1878,9
signer7_sample1885,9
signer7_sample1886,0
signer7_sample1888,4
signer7_sample1906,12
signer7_sample1926,4
signer7_sample1934,10
signer7_sample1957,14
signer7_sample1959,16
signer7_sample1962,12
signer7_sample1966,2
signer7_sample1979,17
signer7_sample1984,8
signer7_sample2016,1
signer7_sample2021,11
signer7_sample2030,17
signer7_sample2031,10
signer7_sample2035,17
signer7_sample2038,13
signer7_sample2066,14
signer7_sample2071,7
signer7_sample2092,16
signer7_sample2123,14
signer7_sample2133,10
signer7_sample2144,2
signer7_sample2158,1
signer7_sample2159,0
signer7_sample2162,7
signer7_sample2165,16
signer7_sample2180,17
signer7_sample2196,17
signer7_sample2205,10
signer7_sample2208,15
signer7_sample2215,19
signer7_sample2223,1
signer7_sample2243,13
signer7_sample2248,7
signer7_sample2262,13
signer7_sample2266,8
signer7_sample2271,16
signer7_sample2318,3
signer7_sample2320,1
signer7_sample2321,3
signer7_sample2332,5
signer7_sample2350,3
signer7_sample2351,10
signer7_sample2368,5
signer7_sample2369,5
signer7_sample2376,3
signer7_sample2390,7
signer7_sample2409,8
signer7_sample2416,17
signer7_sample2439,0
signer7_sample2445,14
signer7_sample2472,11
signer7_sample2475,4
signer7_sample2481,1
signer7_sample2496,12
signer7_sample2514,9
signer7_sample2515,6
signer7_sample2521,15
signer7_sample2526,5
signer7_sample2534,19
signer7_sample2557,8
signer7_sample2562,6
signer7_sample2564,17
signer7_sample2568,11
signer7_sample2570,10
signer7_sample2592,13
signer7_sample2604,5
signer7_sample2624,12
signer7_sample2636,7
signer7_sample2641,9
signer7_sample2654,9
signer7_sample2655,19
signer7_sample2685,6
signer7_sample2686,13
signer7_sample2687,5
signer7_sample2688,0
signer7_sample2694,11
signer8_sample2,4
signer8_sample9,13
signer8_sample65,4
signer8_sample68,18
signer8_sample69,4
signer8_sample72,6
signer8_sample76,15
signer8_sample79,10
signer8_sample99,19
signer8_sample121,9
signer8_sample123,2
signer8_sample129,13
signer8_sample144,15
signer8_sample148,3
signer8_sample166,11
signer8_sample176,10
signer8_sample190,15
signer8_sample191,9
signer8_sample210,0
signer8_sample215,14
signer8_sample226,3
signer8_sample247,18
signer8_sample252,8
signer8_sample278,1
signer8_sample281,16
signer8_sample283,18
signer8_sample293,19
signer8_sample301,7
signer8_sample314,12
signer8_sample317,13
signer8_sample321,9
signer8_sample323,0
signer8_sample358,15
signer8_sample362,18
signer8_sample371,15
signer8_sample375,3
signer8_sample381,7
signer8_sample401,17
signer8_sample410,17
signer8_sample426,14
signer8_sample433,19
signer8_sample434,12
signer8_sample437,18
signer8_sample456,1
signer8_sample457,10
signer8_sample468,10
signer8_sample471,10
signer8_sample489,0
signer8_sample497,3
signer8_sample512,2
signer8_sample525,6
signer8_sample540,14
signer8_sample541,6
signer8_sample559,18
signer8_sample567,10
signer8_sample569,17
signer8_sample570,11
signer8_sample579,5
signer8_sample583,6
signer8_sample586,0
signer8_sample616,19
signer8_sample617,17
signer8_sample625,7
signer8_sample654,18
signer8_sample666,2
signer8_sample667,19
signer8_sample681,6
signer8_sample696,0
signer8_sample697,1
signer8_sample698,9
signer8_sample703,16
signer8_sample706,8
signer8_sample714,3
signer8_sample716,16
signer8_sample717,12
signer8_sample720,9
signer8_sample721,6
signer8_sample740,18
signer8_sample768,9
signer8_sample793,11
signer8_sample807,0
signer8_sample891,16
signer8_sample898,14
signer8_sample917,17
signer8_sample931,14
signer8_sample933,4
signer8_sample950,9
signer8_sample964,2
signer8_sample968,5
signer8_sample976,2
signer8_sample988,11
signer8_sample991,17
signer8_sample994,5
signer8_sample1009,14
signer8_sample1014,10
signer8_sample1035,5
signer8_sample1057,13
signer8_sample1058,9
signer8_sample1064,0
signer8_sample1066,5
signer8_sample1076,15
signer8_sample1080,3
signer8_sample1089,4
signer8_sample1093,11
signer8_sample1094,0
signer8_sample1140,19
signer8_sample1143,9
signer8_sample1154,8
signer8_sample1193,6
signer8_sample1208,2
signer8_sample1210,4
signer8_sample1242,17
signer8_sample1251,3
signer8_sample1272,8
signer8_sample1295,11
signer8_sample1313,6
signer8_sample1333,3
signer8_sample1339,2
signer8_sample1341,5
signer8_sample1371,7
signer8_sample1376,12
signer8_sample1387,15
signer8_sample1412,1
signer8_sample1414,18
signer8_sample1430,4
signer8_sample1458,16
signer8_sample1461,13
signer8_sample1475,12
signer8_sample1503,1
signer8_sample1521,16
signer8_sample1529,6
signer8_sample1535,2
signer8_sample1540,0
signer8_sample1567,3
signer8_sample1583,2
signer8_sample1584,6
signer8_sample1589,1
signer8_sample1605,13
signer8_sample1613,14
signer8_sample1616,11
signer8_sample1620,8
signer8_sample1626,5
signer8_sample1635,7
signer8_sample1638,8
signer8_sample1639,7
signer8_sample1663,0
signer8_sample1697,15
signer8_sample1710,0
signer8_sample1726,12
signer8_sample1737,13
signer8_sample1739,13
signer8_sample1741,19
signer8_sample1755,6
signer8_sample1763,8
signer8_sample1766,19
signer8_sample1774,13
signer8_sample1779,12
signer8_sample1780,8
signer8_sample1782,7
signer8_sample1786,5
signer8_sample1793,8
signer8_sample1804,19
signer8_sample1809,13
signer8_sample1813,9
signer8_sample1817,4
signer8_sample1821,10
signer8_sample1824,1
signer8_sample1829,14
signer8_sample1841,13
signer8_sample1851,2
signer8_sample1856,16
signer8_sample1861,0
signer8_sample1880,13
signer8_sample1899,10
signer8_sample1907,1
signer8_sample1912,16
signer8_sample1917,2
signer8_sample1924,17
signer8_sample1933,19
signer8_sample1943,15
signer8_sample1949,5
signer8_sample1950,15
signer8_sample1976,6
signer8_sample1980,3
signer8_sample1990,7
signer8_sample1993,16
signer8_sample1997,2
signer8_sample1999,10
signer8_sample2009,8
signer8_sample2017,4
signer8_sample2032,12
signer8_sample2034,3
signer8_sample2043,12
signer8_sample2050,7
signer8_sample2112,8
signer8_sample2138,4
signer8_sample2139,7
signer8_sample2142,17
signer8_sample2194,14
signer8_sample2196,1
signer8_sample2203,19
signer8_sample2208,16
signer8_sample2218,1
signer8_sample2222,10
signer8_sample2227,15
signer8_sample2230,11
signer8_sample2236,1
signer8_sample2269,16
signer8_sample2324,12
signer8_sample2326,17
signer8_sample2347,5
signer8_sample2369,7
signer8_sample2376,18
signer8_sample2387,19
signer8_sample2407,7
signer8_sample2408,1
signer8_sample2440,9
signer8_sample2461,12
signer8_sample2473,18
signer8_sample2475,4
signer8_sample2485,14
signer8_sample2486,14
signer8_sample2489,11
signer8_sample2501,5
signer8_sample2514,11
signer8_sample2515,11
signer8_sample2550,14
signer8_sample2569,5
signer8_sample2572,9
signer8_sample2589,12
signer8_sample2590,17
signer8_sample2624,18
signer8_sample2631,16
signer8_sample2637,15
signer8_sample2638,8
signer8_sample2648,4
signer8_sample2659,17
signer8_sample2669,10
signer8_sample2680,3
signer8_sample2690,11
signer9_sample22,0
signer9_sample40,16
signer9_sample43,13
signer9_sample70,11
signer9_sample79,0
signer9_sample85,6
signer9_sample102,2
signer9_sample111,9
signer9_sample127,3
signer9_sample133,13
signer9_sample138,8
signer9_sample145,19
signer9_sample152,1
signer9_sample161,5
signer9_sample178,7
signer9_sample191,18
signer9_sample212,2
signer9_sample246,3
signer9_sample256,11
signer9_sample261,17
signer9_sample274,6
signer9_sample299,3
signer9_sample305,15
signer9_sample309,5
signer9_sample321,1
signer9_sample322,9
signer9_sample330,2
signer9_sample332,10
signer9_sample351,12
signer9_sample354,7
signer9_sample370,11
signer9_sample380,5
signer9_sample399,0
signer9_sample409,16
signer9_sample423,1
signer9_sample425,12
signer9_sample431,12
signer9_sample434,10
signer9_sample439,4
signer9_sample440,19
signer9_sample465,18
signer9_sample468,4
signer9_sample469,15
signer9_sample472,8
signer9_sample483,17
signer9_sample484,15
signer9_sample499,16
signer9_sample520,9
signer9_sample528,7
signer9_sample548,13
signer9_sample597,18
signer9_sample618,17
signer9_sample624,4
signer9_sample630,19
signer9_sample639,6
signer9_sample664,8
signer9_sample673,10
signer10_sample4,19
signer10_sample27,10
signer10_sample44,17
signer10_sample52,4
signer10_sample61,9
signer10_sample62,1
signer10_sample69,18
signer10_sample78,12
signer10_sample122,11
signer10_sample124,10
signer10_sample125,4
signer10_sample140,0
signer10_sample155,15
signer10_sample196,7
signer10_sample219,7
signer10_sample222,6
signer10_sample228,13
signer10_sample233,5
signer10_sample253,11
signer10_sample263,2
signer10_sample281,1
signer10_sample291,16
signer10_sample308,17
signer10_sample309,16
signer10_sample318,4
signer10_sample339,8
signer10_sample346,3
signer10_sample353,13
signer10_sample362,17
signer10_sample392,9
signer10_sample394,12
signer10_sample405,5
signer10_sample423,2
signer10_sample434,2
signer10_sample438,0
signer10_sample444,7
signer10_sample447,16
signer10_sample460,6
signer10_sample470,18
signer10_sample471,3
signer10_sample483,8
signer10_sample485,19
signer10_sample494,6
signer10_sample495,5
signer10_sample498,3
signer10_sample510,10
signer10_sample523,15
signer10_sample537,15
signer10_sample548,12
signer10_sample565,8
signer10_sample569,11
signer10_sample573,1
signer10_sample592,18
signer10_sample650,0
signer10_sample655,9
signer10_sample666,13
signer10_sample668,19
signer12_sample4,18
signer12_sample5,19
signer12_sample20,15
signer12_sample33,7
signer12_sample37,17
signer12_sample44,2
signer12_sample54,3
signer12_sample63,4
signer12_sample100,14
signer12_sample109,18
signer12_sample131,6
signer12_sample133,14
signer12_sample148,10
signer12_sample164,9
signer12_sample193,15
signer12_sample195,5
signer12_sample200,2
signer12_sample237,6
signer12_sample238,5
signer12_sample255,18
signer12_sample259,6
signer12_sample264,15
signer12_sample268,2
signer12_sample274,12
signer12_sample311,14
signer12_sample315,3
signer12_sample334,15
signer12_sample338,9
signer12_sample349,12
signer12_sample381,8
signer12_sample385,19
signer12_sample407,4
signer12_sample417,5
signer12_sample424,6
signer12_sample425,16
signer12_sample427,17
signer12_sample456,4
signer12_sample473,0
signer12_sample484,18
signer12_sample488,7
signer12_sample489,19
signer12_sample500,8
signer12_sample514,9
signer12_sample566,7
signer12_sample573,0
signer12_sample614,6
signer12_sample615,9
signer12_sample623,13
signer12_sample632,18
signer12_sample643,11
signer12_sample652,18
signer12_sample659,16
signer12_sample667,8
signer12_sample669,18
signer12_sample670,1
signer12_sample680,15
signer12_sample683,14
signer12_sample691,5
signer12_sample709,13
signer12_sample715,13
signer12_sample732,1
signer12_sample738,17
signer12_sample741,5
signer12_sample747,5
signer12_sample754,2
signer12_sample758,3
signer12_sample763,8
signer12_sample779,5
signer12_sample781,18
signer12_sample806,0
signer12_sample808,12
signer12_sample824,10
signer12_sample828,7
signer12_sample842,3
signer12_sample868,7
signer12_sample869,7
signer12_sample892,19
signer12_sample896,1
signer12_sample898,19
signer12_sample903,12
signer12_sample931,3
signer12_sample944,14
signer12_sample948,5
signer12_sample949,6
signer12_sample964,16
signer12_sample982,7
signer12_sample1001,17
signer12_sample1009,7
signer12_sample1019,2
signer12_sample1034,3
signer12_sample1039,4
signer12_sample1045,0
signer12_sample1046,12
signer12_sample1055,14
signer12_sample1056,11
signer12_sample1062,16
signer12_sample1088,3
signer12_sample1098,1
signer12_sample1104,17
signer12_sample1107,8
signer12_sample1131,14
signer12_sample1147,16
signer12_sample1151,13
signer12_sample1160,4
signer12_sample1183,10
signer12_sample1190,9
signer12_sample1209,19
signer12_sample1211,3
signer12_sample1213,9
signer12_sample1214,8
signer12_sample1219,9
signer12_sample1224,8
signer12_sample1254,4
signer12_sample1258,2
signer12_sample1276,0
signer12_sample1279,14
signer12_sample1286,11
signer12_sample1294,1
signer12_sample1325,16
signer12_sample1345,6
signer12_sample1362,0
signer12_sample1366,4
signer12_sample1378,11
signer12_sample1382,0
signer12_sample1386,8
signer12_sample1399,8
signer12_sample1408,6
signer12_sample1409,12
signer12_sample1411,13
signer12_sample1415,10
signer12_sample1432,12
signer12_sample1437,4
signer12_sample1443,9
signer12_sample1449,10
signer12_sample1450,18
signer12_sample1464,16
signer12_sample1476,16
signer12_sample1489,11
signer12_sample1507,17
signer12_sample1516,19
signer12_sample1522,3
signer12_sample1552,11
signer12_sample1558,12
signer12_sample1561,11
signer12_sample1567,1
signer12_sample1580,0
signer12_sample1599,7
signer12_sample1601,15
signer12_sample1602,4
signer12_sample1609,17
signer12_sample1610,2
signer12_sample1611,1
signer12_sample1623,9
signer12_sample1660,13
signer12_sample1664,1
signer12_sample1689,19
signer12_sample1703,13
signer12_sample1720,10
signer12_sample1723,10
signer12_sample1732,15
signer12_sample1743,15
signer12_sample1767,15
signer12_sample1773,2
signer12_sample1781,11
signer12_sample1801,13
signer12_sample1807,10
signer12_sample1810,11
signer12_sample1837,5
signer12_sample1852,14
signer12_sample1905,13
signer12_sample1916,1
signer12_sample1929,16
signer12_sample1958,17
signer12_sample1959,6
signer12_sample1966,19
signer12_sample1969,2
signer12_sample1974,12
signer12_sample1976,0
signer12_sample2005,17
signer12_sample2019,10
signer13_sample5,5
signer13_sample7,16
signer13_sample12,19
signer13_sample20,18
signer13_sample23,12
signer13_sample35,11
signer13_sample79,2
signer13_sample122,8
signer13_sample147,7
signer13_sample148,16
signer13_sample152,15
signer13_sample167,1
signer13_sample169,10
signer13_sample176,10
signer13_sample180,10
signer13_sample184,0
signer13_sample191,3
signer13_sample194,7
signer13_sample197,11
signer13_sample208,2
signer13_sample209,0
signer13_sample214,2
signer13_sample221,0
signer13_sample228,2
signer13_sample234,8
signer13_sample255,1
signer13_sample263,19
signer13_sample287,8
signer13_sample290,7
signer13_sample299,1
signer13_sample300,3
signer13_sample301,0
signer13_sample304,3
signer13_sample313,13
signer13_sample322,15
signer13_sample329,15
signer13_sample333,1
signer13_sample358,8
signer13_sample383,9
signer13_sample396,2
signer13_sample398,2
signer13_sample420,19
signer13_sample439,19
signer13_sample453,17
signer13_sample469,4
signer13_sample476,11
signer13_sample480,13
signer13_sample483,10
signer13_sample488,14
signer13_sample496,19
signer13_sample502,19
signer13_sample522,11
signer13_sample527,17
signer13_sample544,14
signer13_sample559,1
signer13_sample578,5
signer13_sample589,8
signer13_sample620,12
signer13_sample643,15
signer13_sample654,5
signer13_sample669,11
signer13_sample674,18
signer13_sample720,6
signer13_sample742,3
signer13_sample777,13
signer13_sample783,10
signer13_sample824,15
signer13_sample835,1
signer13_sample838,9
signer13_sample850,5
signer13_sample869,2
signer13_sample882,0
signer13_sample934,1
signer13_sample939,8
signer13_sample950,12
signer13_sample956,7
signer13_sample958,0
signer13_sample962,13
signer13_sample984,19
signer13_sample990,18
signer13_sample999,13
signer13_sample1002,15
signer13_sample1005,11
signer13_sample1009,18
signer13_sample1010,14
signer13_sample1011,16
signer13_sample1012,0
signer13_sample1023,4
signer13_sample1028,5
signer13_sample1046,11
signer13_sample1048,12
signer13_sample1079,3
signer13_sample1082,10
signer13_sample1083,14
signer13_sample1104,6
signer13_sample1111,15
signer13_sample1131,14
signer13_sample1135,13
signer13_sample1140,3
signer13_sample1159,5
signer13_sample1192,17
signer13_sample1216,0
signer13_sample1224,9
signer13_sample1240,4
signer13_sample1254,0
signer13_sample1257,19
signer13_sample1258,5
signer13_sample1263,18
signer13_sample1268,12
signer13_sample1276,9
signer13_sample1291,15
signer13_sample1307,4
signer13_sample1309,10
signer13_sample1340,9
signer13_sample1348,1
signer13_sample1352,7
signer13_sample1354,12
signer13_sample1380,6
signer13_sample1403,17
signer13_sample1418,13
signer13_sample1426,4
signer13_sample1433,17
signer13_sample1434,17
signer13_sample1435,7
signer13_sample1437,4
signer13_sample1456,14
signer13_sample1475,8
signer13_sample1477,5
signer13_sample1494,4
signer13_sample1497,4
signer13_sample1509,11
signer13_sample1515,6
signer13_sample1545,5
signer13_sample1548,1
signer13_sample1576,2
signer13_sample1580,18
signer13_sample1584,18
signer13_sample1588,3
signer13_sample1604,9
signer13_sample1628,7
signer13_sample1643,14
signer13_sample1651,10
signer13_sample1661,6
signer13_sample1683,16
signer13_sample1717,12
signer13_sample1727,12
signer13_sample1739,9
signer13_sample1745,8
signer13_sample1767,11
signer13_sample1770,10
signer13_sample1773,14
signer13_sample1778,19
signer13_sample1794,6
signer13_sample1795,17
signer13_sample1798,3
signer13_sample1799,9
signer13_sample1805,12
signer13_sample1806,16
signer13_sample1833,7
